Location,Date,Value
GBR,1987-06,8.93
GBR,1987-07,9.29
GBR,1987-08,10.13
GBR,1987-09,10.21
GBR,1987-10,10.14
GBR,1987-11,9.23
GBR,1987-12,9.63
GBR,1988-01,9.71
GBR,1988-02,9.52
GBR,1988-03,9.22
GBR,1988-04,9.2
GBR,1988-05,9.41
GBR,1988-06,9.51
GBR,1988-07,9.84
GBR,1988-08,9.91
GBR,1988-09,10.1
GBR,1988-10,9.69
GBR,1988-11,9.86
GBR,1988-12,10.14
GBR,1989-01,9.96
GBR,1989-02,9.72
GBR,1989-03,9.88
GBR,1989-04,10.18
GBR,1989-05,10.17
GBR,1989-06,10.55
GBR,1989-07,10.15
GBR,1989-08,9.91
GBR,1989-09,10.21
GBR,1989-10,10.45
GBR,1989-11,10.55
GBR,1989-12,10.56
GBR,1990-01,10.89
GBR,1990-02,11.33
GBR,1990-03,12.42
GBR,1990-04,12.74
GBR,1990-05,12.41
GBR,1990-06,11.8
GBR,1990-07,11.84
GBR,1990-08,12.15
GBR,1990-09,12.1
GBR,1990-10,11.74
GBR,1990-11,11.37
GBR,1990-12,10.84
GBR,1991-01,10.59
GBR,1991-02,10.13
GBR,1991-03,10.29
GBR,1991-04,10.19
GBR,1991-05,10.38
GBR,1991-06,10.58
GBR,1991-07,10.28
GBR,1991-08,10.03
GBR,1991-09,9.64
GBR,1991-10,9.72
GBR,1991-11,9.77
GBR,1991-12,9.66
GBR,1992-01,9.46
GBR,1992-02,9.3
GBR,1992-03,9.68
GBR,1992-04,9.43
GBR,1992-05,9.02
GBR,1992-06,9.12
GBR,1992-07,9.05
GBR,1992-08,9.35
GBR,1992-09,9.19
GBR,1992-10,8.65
GBR,1992-11,8.19
GBR,1992-12,8.32
GBR,1993-01,8.29
GBR,1993-02,7.95
GBR,1993-03,7.72
GBR,1993-04,7.89
GBR,1993-05,8.15
GBR,1993-06,7.96
GBR,1993-07,7.62
GBR,1993-08,7.07
GBR,1993-09,6.96
GBR,1993-10,6.87
GBR,1993-11,6.85
GBR,1993-12,6.4253
GBR,1994-01,6.3794
GBR,1994-02,6.7572
GBR,1994-03,7.417
GBR,1994-04,7.8401
GBR,1994-05,8.2825
GBR,1994-06,8.7105
GBR,1994-07,8.533
GBR,1994-08,8.6524
GBR,1994-09,8.8959
GBR,1994-10,8.7797
GBR,1994-11,8.6361
GBR,1994-12,8.5814
GBR,1995-01,8.7349
GBR,1995-02,8.6557
GBR,1995-03,8.5938
GBR,1995-04,8.4378
GBR,1995-05,8.1802
GBR,1995-06,8.1097
GBR,1995-07,8.2613
GBR,1995-08,8.1169
GBR,1995-09,7.9486
GBR,1995-10,8.0967
GBR,1995-11,7.7752
GBR,1995-12,7.4926
GBR,1996-01,7.4408
GBR,1996-02,7.7618
GBR,1996-03,8.057
GBR,1996-04,8.0602
GBR,1996-05,8.0871
GBR,1996-06,8.054
GBR,1996-07,7.9162
GBR,1996-08,7.8219
GBR,1996-09,7.8151
GBR,1996-10,7.5413
GBR,1996-11,7.5952
GBR,1996-12,7.5716
GBR,1997-01,7.5552
GBR,1997-02,7.1962
GBR,1997-03,7.4544
GBR,1997-04,7.638
GBR,1997-05,7.1681
GBR,1997-06,7.1418
GBR,1997-07,7.0577
GBR,1997-08,7.0893
GBR,1997-09,6.8216
GBR,1997-10,6.5109
GBR,1997-11,6.624
GBR,1997-12,6.3739
GBR,1998-01,6.0978
GBR,1998-02,6.0461
GBR,1998-03,5.992
GBR,1998-04,5.8249
GBR,1998-05,5.8648
GBR,1998-06,5.7743
GBR,1998-07,5.8319
GBR,1998-08,5.5706
GBR,1998-09,5.151
GBR,1998-10,5.0114
GBR,1998-11,4.9292
GBR,1998-12,4.5175
GBR,1999-01,4.2868
GBR,1999-02,4.4319
GBR,1999-03,4.6554
GBR,1999-04,4.592
GBR,1999-05,4.9068
GBR,1999-06,5.1716
GBR,1999-07,5.3721
GBR,1999-08,5.4312
GBR,1999-09,5.6909
GBR,1999-10,5.8801
GBR,1999-11,5.3145
GBR,1999-12,5.389
GBR,2000-01,5.8227
GBR,2000-02,5.6347
GBR,2000-03,5.3707
GBR,2000-04,5.3213
GBR,2000-05,5.4033
GBR,2000-06,5.2097
GBR,2000-07,5.2388
GBR,2000-08,5.3312
GBR,2000-09,5.3873
GBR,2000-10,5.2179
GBR,2000-11,5.0983
GBR,2000-12,4.9118
GBR,2001-01,4.8471
GBR,2001-02,4.8248
GBR,2001-03,4.703
GBR,2001-04,4.9468
GBR,2001-05,5.1153
GBR,2001-06,5.1951
GBR,2001-07,5.2037
GBR,2001-08,4.9854
GBR,2001-09,4.9876
GBR,2001-10,4.8253
GBR,2001-11,4.6271
GBR,2001-12,4.8928
GBR,2002-01,4.9171
GBR,2002-02,4.9251
GBR,2002-03,5.2202
GBR,2002-04,5.2331
GBR,2002-05,5.2689
GBR,2002-06,5.099
GBR,2002-07,5.0027
GBR,2002-08,4.746
GBR,2002-09,4.5006
GBR,2002-10,4.616
GBR,2002-11,4.6378
GBR,2002-12,4.5644
GBR,2003-01,4.3899
GBR,2003-02,4.2131
GBR,2003-03,4.3243
GBR,2003-04,4.4663
GBR,2003-05,4.2197
GBR,2003-06,4.1127
GBR,2003-07,4.4078
GBR,2003-08,4.604
GBR,2003-09,4.7132
GBR,2003-10,4.9071
GBR,2003-11,5.065
GBR,2003-12,4.896
GBR,2004-01,4.7875
GBR,2004-02,4.8056
GBR,2004-03,4.7088
GBR,2004-04,4.957
GBR,2004-05,5.1118
GBR,2004-06,5.2
GBR,2004-07,5.1083
GBR,2004-08,5.0071
GBR,2004-09,4.9109
GBR,2004-10,4.7683
GBR,2004-11,4.6903
GBR,2004-12,4.5316
GBR,2005-01,4.5419
GBR,2005-02,4.5884
GBR,2005-03,4.796
GBR,2005-04,4.6218
GBR,2005-05,4.4173
GBR,2005-06,4.2847
GBR,2005-07,4.3011
GBR,2005-08,4.3249
GBR,2005-09,4.2109
GBR,2005-10,4.3482
GBR,2005-11,4.3129
GBR,2005-12,4.2186
GBR,2006-01,4.0752
GBR,2006-02,4.1543
GBR,2006-03,4.3177
GBR,2006-04,4.5177
GBR,2006-05,4.6488
GBR,2006-06,4.6645
GBR,2006-07,4.656
GBR,2006-08,4.6535
GBR,2006-09,4.5522
GBR,2006-10,4.6155
GBR,2006-11,4.5452
GBR,2006-12,4.6195
GBR,2007-01,4.8694
GBR,2007-02,4.896
GBR,2007-03,4.8194
GBR,2007-04,5.0439
GBR,2007-05,5.1458
GBR,2007-06,5.4321
GBR,2007-07,5.4084
GBR,2007-08,5.1499
GBR,2007-09,4.9928
GBR,2007-10,4.9576
GBR,2007-11,4.7263
GBR,2007-12,4.6937
GBR,2008-01,4.4925
GBR,2008-02,4.6234
GBR,2008-03,4.445
GBR,2008-04,4.6432
GBR,2008-05,4.8683
GBR,2008-06,5.2103
GBR,2008-07,5.0494
GBR,2008-08,4.7267
GBR,2008-09,4.5701
GBR,2008-10,4.5789
GBR,2008-11,4.2571
GBR,2008-12,3.6238
GBR,2009-01,3.6699
GBR,2009-02,3.6899
GBR,2009-03,3.2497
GBR,2009-04,3.4072
GBR,2009-05,3.6206
GBR,2009-06,3.7221
GBR,2009-07,3.8238
GBR,2009-08,3.7142
GBR,2009-09,3.6566
GBR,2009-10,3.5699
GBR,2009-11,3.7592
GBR,2009-12,3.8871
GBR,2010-01,4.0025
GBR,2010-02,4.0624
GBR,2010-03,4.0915
GBR,2010-04,4.1007
GBR,2010-05,3.7772
GBR,2010-06,3.6007
GBR,2010-07,3.5087
GBR,2010-08,3.233
GBR,2010-09,3.1271
GBR,2010-10,3.0685
GBR,2010-11,3.311
GBR,2010-12,3.6098
GBR,2011-01,3.7273
GBR,2011-02,3.8799
GBR,2011-03,3.7386
GBR,2011-04,3.7619
GBR,2011-05,3.5053
GBR,2011-06,3.4144
GBR,2011-07,3.3137
GBR,2011-08,2.7833
GBR,2011-09,2.504
GBR,2011-10,2.529
GBR,2011-11,2.2917
GBR,2011-12,2.1828
GBR,2012-01,2.1104
GBR,2012-02,2.2191
GBR,2012-03,2.323
GBR,2012-04,2.2117
GBR,2012-05,1.9416
GBR,2012-06,1.7698
GBR,2012-07,1.6523
GBR,2012-08,1.6735
GBR,2012-09,1.7222
GBR,2012-10,1.7721
GBR,2012-11,1.7741
GBR,2012-12,1.8467
GBR,2013-01,2.0795
GBR,2013-02,2.1781
GBR,2013-03,1.9768
GBR,2013-04,1.7824
GBR,2013-05,1.9462
GBR,2013-06,2.3063
GBR,2013-07,2.471
GBR,2013-08,2.7088
GBR,2013-09,2.8443
GBR,2013-10,2.6784
GBR,2013-11,2.7598
GBR,2013-12,2.9458
GBR,2014-01,2.91
GBR,2014-02,2.8147
GBR,2014-03,2.7837
GBR,2014-04,2.7417
GBR,2014-05,2.6989
GBR,2014-06,2.7842
GBR,2014-07,2.7343
GBR,2014-08,2.5347
GBR,2014-09,2.4919
GBR,2014-10,2.2469
GBR,2014-11,2.1593
GBR,2014-12,1.9287
GBR,2015-01,1.589
GBR,2015-02,1.7365
GBR,2015-03,1.7941
GBR,2015-04,1.755
GBR,2015-05,2.0243
GBR,2015-06,2.1696
GBR,2015-07,2.1353
GBR,2015-08,1.9799
GBR,2015-09,1.8814
GBR,2015-10,1.846
GBR,2015-11,1.9779
GBR,2015-12,1.9234
GBR,2016-01,1.7833
GBR,2016-02,1.5032
GBR,2016-03,1.5434
GBR,2016-04,1.5688
GBR,2016-05,1.5366
GBR,2016-06,1.3105
GBR,2016-07,0.9569
GBR,2016-08,0.7421
GBR,2016-09,0.8243
GBR,2016-10,1.078
GBR,2016-11,1.3818
GBR,2016-12,1.4336
GBR,2017-01,1.4203
GBR,2017-02,1.3058
GBR,2017-03,1.194
GBR,2017-04,1.0789
GBR,2017-05,1.1175
GBR,2017-06,1.0846
GBR,2017-07,1.2713
GBR,2017-08,1.1241
GBR,2017-09,1.2436
GBR,2017-10,1.3816
GBR,2017-11,1.3299
GBR,2017-12,1.2781
GBR,2018-01,1.3931
GBR,2018-02,1.6034
GBR,2018-03,1.508
GBR,2018-04,1.5108
GBR,2018-05,1.5016
GBR,2018-06,1.4229
GBR,2018-07,1.3739
GBR,2018-08,1.3991
GBR,2018-09,1.5023
GBR,2018-10,1.5462
GBR,2018-11,1.4541
GBR,2018-12,1.3125
GBR,2019-01,1.3221
GBR,2019-02,1.239
GBR,2019-03,1.19
GBR,2019-04,1.1906
GBR,2019-05,1.13
GBR,2019-06,0.919
GBR,2019-07,0.8304
GBR,2019-08,0.5776
GBR,2019-09,0.5981
GBR,2019-10,0.6373
GBR,2019-11,0.765
GBR,2019-12,0.8308
GBR,2020-01,0.7235
GBR,2020-02,0.633
GBR,2020-03,0.4609
GBR,2020-04,0.3577
GBR,2020-05,0.2743
GBR,2020-06,0.278
GBR,2020-07,0.2094
GBR,2020-08,0.2717
GBR,2020-09,0.273
GBR,2020-10,0.3058
GBR,2020-11,0.3836
GBR,2020-12,0.3224
JPN,1989-01,4.8
JPN,1989-02,4.894
JPN,1989-03,5.147
JPN,1989-04,5.221
JPN,1989-05,5.174
JPN,1989-06,5.225
JPN,1989-07,5.04
JPN,1989-08,4.883
JPN,1989-09,5.096
JPN,1989-10,5.156
JPN,1989-11,5.371
JPN,1989-12,5.52
JPN,1990-01,6.449
JPN,1990-02,6.778
JPN,1990-03,6.899
JPN,1990-04,6.906
JPN,1990-05,6.508
JPN,1990-06,6.421
JPN,1990-07,6.772
JPN,1990-08,7.62
JPN,1990-09,8.032
JPN,1990-10,7.6
JPN,1990-11,7.08
JPN,1990-12,6.454
JPN,1991-01,6.432
JPN,1991-02,6.309
JPN,1991-03,6.591
JPN,1991-04,6.64
JPN,1991-05,6.637
JPN,1991-06,6.735
JPN,1991-07,6.67
JPN,1991-08,6.414
JPN,1991-09,6.081
JPN,1991-10,5.885
JPN,1991-11,5.927
JPN,1991-12,5.719
JPN,1992-01,5.449
JPN,1992-02,5.578
JPN,1992-03,5.531
JPN,1992-04,5.71
JPN,1992-05,5.739
JPN,1992-06,5.64
JPN,1992-07,5.408
JPN,1992-08,5.112
JPN,1992-09,5.021
JPN,1992-10,5.015
JPN,1992-11,4.868
JPN,1992-12,4.848
JPN,1993-01,4.723
JPN,1993-02,4.409
JPN,1993-03,4.318
JPN,1993-04,4.593
JPN,1993-05,4.943
JPN,1993-06,4.836
JPN,1993-07,4.517
JPN,1993-08,4.407
JPN,1993-09,4.016
JPN,1993-10,3.931
JPN,1993-11,3.762
JPN,1993-12,3.396
JPN,1994-01,3.597
JPN,1994-02,4.041
JPN,1994-03,4.453
JPN,1994-04,4.093
JPN,1994-05,3.984
JPN,1994-06,4.278
JPN,1994-07,4.531
JPN,1994-08,4.778
JPN,1994-09,4.642
JPN,1994-10,4.684
JPN,1994-11,4.718
JPN,1994-12,4.561
JPN,1995-01,4.605
JPN,1995-02,4.515
JPN,1995-03,4.113
JPN,1995-04,3.545
JPN,1995-05,3.386
JPN,1995-06,3.024
JPN,1995-07,2.933
JPN,1995-08,3.215
JPN,1995-09,3.03
JPN,1995-10,2.925
JPN,1995-11,3.048
JPN,1995-12,2.983
JPN,1996-01,3.12
JPN,1996-02,3.271
JPN,1996-03,3.299
JPN,1996-04,3.301
JPN,1996-05,3.388
JPN,1996-06,3.252
JPN,1996-07,3.294
JPN,1996-08,3.209
JPN,1996-09,2.928
JPN,1996-10,2.8
JPN,1996-11,2.759
JPN,1996-12,2.597
JPN,1997-01,2.632
JPN,1997-02,2.583
JPN,1997-03,2.524
JPN,1997-04,2.382
JPN,1997-05,2.736
JPN,1997-06,2.684
JPN,1997-07,2.505
JPN,1997-08,2.354
JPN,1997-09,2.21
JPN,1997-10,1.994
JPN,1997-11,1.941
JPN,1997-12,1.939
JPN,1998-01,1.948
JPN,1998-02,2
JPN,1998-03,1.855
JPN,1998-04,1.867
JPN,1998-05,1.655
JPN,1998-06,1.54
JPN,1998-07,1.683
JPN,1998-08,1.502
JPN,1998-09,1.103
JPN,1998-10,0.879
JPN,1998-11,0.977
JPN,1998-12,1.488
JPN,1999-01,1.91
JPN,1999-02,2.117
JPN,1999-03,1.816
JPN,1999-04,1.563
JPN,1999-05,1.334
JPN,1999-06,1.632
JPN,1999-07,1.703
JPN,1999-08,1.878
JPN,1999-09,1.759
JPN,1999-10,1.692
JPN,1999-11,1.817
JPN,1999-12,1.767
JPN,2000-01,1.691
JPN,2000-02,1.796
JPN,2000-03,1.819
JPN,2000-04,1.74
JPN,2000-05,1.705
JPN,2000-06,1.664
JPN,2000-07,1.689
JPN,2000-08,1.75
JPN,2000-09,1.876
JPN,2000-10,1.815
JPN,2000-11,1.764
JPN,2000-12,1.624
JPN,2001-01,1.508
JPN,2001-02,1.415
JPN,2001-03,1.169
JPN,2001-04,1.315
JPN,2001-05,1.25
JPN,2001-06,1.152
JPN,2001-07,1.305
JPN,2001-08,1.343
JPN,2001-09,1.346
JPN,2001-10,1.363
JPN,2001-11,1.328
JPN,2001-12,1.334
JPN,2002-01,1.42
JPN,2002-02,1.501
JPN,2002-03,1.421
JPN,2002-04,1.394
JPN,2002-05,1.365
JPN,2002-06,1.328
JPN,2002-07,1.296
JPN,2002-08,1.255
JPN,2002-09,1.129
JPN,2002-10,1.095
JPN,2002-11,0.979
JPN,2002-12,0.975
JPN,2003-01,0.836
JPN,2003-02,0.828
JPN,2003-03,0.724
JPN,2003-04,0.663
JPN,2003-05,0.577
JPN,2003-06,0.529
JPN,2003-07,0.956
JPN,2003-08,1.406
JPN,2003-09,1.42
JPN,2003-10,1.437
JPN,2003-11,1.333
JPN,2003-12,1.33
JPN,2004-01,1.33
JPN,2004-02,1.211
JPN,2004-03,1.418
JPN,2004-04,1.52
JPN,2004-05,1.505
JPN,2004-06,1.807
JPN,2004-07,1.808
JPN,2004-08,1.588
JPN,2004-09,1.393
JPN,2004-10,1.483
JPN,2004-11,1.452
JPN,2004-12,1.397
JPN,2005-01,1.31
JPN,2005-02,1.419
JPN,2005-03,1.325
JPN,2005-04,1.257
JPN,2005-05,1.238
JPN,2005-06,1.143
JPN,2005-07,1.295
JPN,2005-08,1.365
JPN,2005-09,1.45
JPN,2005-10,1.513
JPN,2005-11,1.454
JPN,2005-12,1.488
JPN,2006-01,1.547
JPN,2006-02,1.598
JPN,2006-03,1.759
JPN,2006-04,1.956
JPN,2006-05,1.849
JPN,2006-06,1.901
JPN,2006-07,1.927
JPN,2006-08,1.668
JPN,2006-09,1.628
JPN,2006-10,1.718
JPN,2006-11,1.69
JPN,2006-12,1.645
JPN,2007-01,1.705
JPN,2007-02,1.64
JPN,2007-03,1.629
JPN,2007-04,1.653
JPN,2007-05,1.733
JPN,2007-06,1.903
JPN,2007-07,1.809
JPN,2007-08,1.577
JPN,2007-09,1.698
JPN,2007-10,1.616
JPN,2007-11,1.497
JPN,2007-12,1.526
JPN,2008-01,1.429
JPN,2008-02,1.429
JPN,2008-03,1.245
JPN,2008-04,1.6
JPN,2008-05,1.778
JPN,2008-06,1.601
JPN,2008-07,1.537
JPN,2008-08,1.431
JPN,2008-09,1.481
JPN,2008-10,1.486
JPN,2008-11,1.377
JPN,2008-12,1.214
JPN,2009-01,1.272
JPN,2009-02,1.277
JPN,2009-03,1.323
JPN,2009-04,1.402
JPN,2009-05,1.481
JPN,2009-06,1.363
JPN,2009-07,1.386
JPN,2009-08,1.314
JPN,2009-09,1.258
JPN,2009-10,1.404
JPN,2009-11,1.253
JPN,2009-12,1.272
JPN,2010-01,1.308
JPN,2010-02,1.295
JPN,2010-03,1.361
JPN,2010-04,1.286
JPN,2010-05,1.257
JPN,2010-06,1.08
JPN,2010-07,1.075
JPN,2010-08,1.023
JPN,2010-09,0.898
JPN,2010-10,0.903
JPN,2010-11,1.161
JPN,2010-12,1.133
JPN,2011-01,1.213
JPN,2011-02,1.241
JPN,2011-03,1.214
JPN,2011-04,1.215
JPN,2011-05,1.118
JPN,2011-06,1.084
JPN,2011-07,1.075
JPN,2011-08,1.023
JPN,2011-09,0.975
JPN,2011-10,1.038
JPN,2011-11,1.062
JPN,2011-12,0.971
JPN,2012-01,0.959
JPN,2012-02,0.962
JPN,2012-03,0.966
JPN,2012-04,0.914
JPN,2012-05,0.846
JPN,2012-06,0.789
JPN,2012-07,0.78
JPN,2012-08,0.8
JPN,2012-09,0.757
JPN,2012-10,0.76
JPN,2012-11,0.713
JPN,2012-12,0.781
JPN,2013-01,0.775
JPN,2013-02,0.669
JPN,2013-03,0.492
JPN,2013-04,0.589
JPN,2013-05,0.879
JPN,2013-06,0.822
JPN,2013-07,0.79
JPN,2013-08,0.708
JPN,2013-09,0.669
JPN,2013-10,0.59
JPN,2013-11,0.605
JPN,2013-12,0.688
JPN,2014-01,0.614
JPN,2014-02,0.586
JPN,2014-03,0.605
JPN,2014-04,0.61
JPN,2014-05,0.566
JPN,2014-06,0.536
JPN,2014-07,0.527
JPN,2014-08,0.488
JPN,2014-09,0.497
JPN,2014-10,0.465
JPN,2014-11,0.42
JPN,2014-12,0.33
JPN,2015-01,0.275
JPN,2015-02,0.33
JPN,2015-03,0.4
JPN,2015-04,0.34
JPN,2015-05,0.39
JPN,2015-06,0.455
JPN,2015-07,0.41
JPN,2015-08,0.38
JPN,2015-09,0.35
JPN,2015-10,0.3
JPN,2015-11,0.3
JPN,2015-12,0.27
JPN,2016-01,0.095
JPN,2016-02,-0.065
JPN,2016-03,-0.05
JPN,2016-04,-0.085
JPN,2016-05,-0.12
JPN,2016-06,-0.23
JPN,2016-07,-0.195
JPN,2016-08,-0.07
JPN,2016-09,-0.085
JPN,2016-10,-0.05
JPN,2016-11,0.02
JPN,2016-12,0.04
JPN,2017-01,0.085
JPN,2017-02,0.05
JPN,2017-03,0.065
JPN,2017-04,0.015
JPN,2017-05,0.04
JPN,2017-06,0.075
JPN,2017-07,0.075
JPN,2017-08,0.01
JPN,2017-09,0.06
JPN,2017-10,0.065
JPN,2017-11,0.035
JPN,2017-12,0.045
JPN,2018-01,0.08
JPN,2018-02,0.045
JPN,2018-03,0.045
JPN,2018-04,0.05
JPN,2018-05,0.03
JPN,2018-06,0.03
JPN,2018-07,0.06
JPN,2018-08,0.11
JPN,2018-09,0.125
JPN,2018-10,0.13
JPN,2018-11,0.085
JPN,2018-12,-0.01
JPN,2019-01,0
JPN,2019-02,-0.015
JPN,2019-03,-0.095
JPN,2019-04,-0.045
JPN,2019-05,-0.095
JPN,2019-06,-0.165
JPN,2019-07,-0.16
JPN,2019-08,-0.28
JPN,2019-09,-0.215
JPN,2019-10,-0.15
JPN,2019-11,-0.08
JPN,2019-12,-0.025
JPN,2020-01,-0.065
JPN,2020-02,-0.155
JPN,2020-03,0.005
JPN,2020-04,-0.04
JPN,2020-05,0
JPN,2020-06,0.03
JPN,2020-07,0.01
JPN,2020-08,0.045
JPN,2020-09,0.015
JPN,2020-10,0.04
JPN,2020-11,0.03
JPN,2020-12,0.02